TIMESTAMP_END,LE_F_MDS,NETRAD,H_F_MDS
2018-07-01,80.0596670625,181.59505783333336,60.79516166666667
2018-07-02,61.76352591666667,144.0562361041667,55.13444604166667
2018-07-03,74.52044789583333,171.13784252083335,60.26556297916667
2018-07-04,75.3432206875,183.15083339583336,73.423393125
2018-07-05,104.91741941666668,191.53874683333333,41.27845564583333
2018-07-06,112.68221833333332,169.10433297916668,8.119823125
2018-07-07,141.16014575,196.17328606249998,12.502621666666668
2018-07-08,148.43073195833333,194.24036825,7.005110791666667
2018-07-09,161.15166083333335,190.18065760416667,-19.681697291666666
2018-07-10,168.31549960416666,198.95514189583332,-18.300049625
2018-07-11,148.89783064583335,204.34292095833334,6.9115723125
2018-07-12,152.275275,210.1336196875,1.811709291666667
2018-07-13,155.05672729166665,178.939999875,-24.0212718125
2018-07-14,169.58317291666665,208.03006729166668,-12.80306925
2018-07-15,160.393750375,201.73951391666665,-2.021286666666668
2018-07-16,166.54952058333333,199.3667875,-15.8145779375
2018-07-17,171.12339104166665,198.35477354166665,-20.404465541666667
2018-07-18,166.02547408333334,196.47493522916668,-17.142294833333334
2018-07-19,159.145171875,193.95767552083336,-12.340964875
2018-07-20,165.20201477083333,190.650957125,-13.203659833333333
2018-07-21,183.07534770833334,203.85544822916665,-27.842056187500003
2018-07-22,172.87909708333333,203.138510375,-19.183598958333334
2018-07-23,193.069364375,200.43785104166668,-39.69895708333333
2018-07-24,183.2238663541667,196.15467625,-27.570518958333334
2018-07-25,179.681255875,191.20433356249998,-46.67412854166667
2018-07-26,170.58842695833334,179.35156239583333,-39.082745625
2018-07-27,81.98405039583334,162.22977864583333,50.86450791666667
2018-07-28,33.76672722916667,142.251194,79.27769033333333
2018-07-29,28.78447404166667,68.50420527083334,32.66984391666667
2018-07-30,36.734139354166665,111.4588589375,54.43385283333333
2018-07-31,42.3272321875,131.71779716666666,66.3299666875
2018-08-01,49.90127979166667,142.20960470833333,70.42223029166666
2018-08-02,55.207738187500006,146.52778214583333,70.51013095833333
2018-08-03,58.823341729166664,117.07689995833333,43.59471122916667
2018-08-04,78.81845483333333,132.52942149999998,29.3267928125
2018-08-05,67.7485583125,102.00387789583334,24.77517895833333
2018-08-06,53.13961915416667,105.01147879166666,12.637362770833334
2018-08-07,53.06711102083333,101.44467597916668,22.0029296875
2018-08-08,58.51488656458333,119.05508208333333,33.62617464583334
2018-08-09,59.844862229166665,150.34384729166666,30.745335583333333
2018-08-10,67.6639119375,142.36001839583332,-7.096674895833334
2018-08-11,75.43126104166667,155.84756579166665,-2.048502375
2018-08-12,59.86699333333333,160.94668575,11.400920937499999
2018-08-13,85.3444659375,159.10457847916666,11.433262291666667
2018-08-14,100.19464745833334,157.63344614583335,19.515307916666668
2018-08-15,108.91929914791666,162.912569625,18.996146333333332
2018-08-16,107.76568950000001,165.3848915,6.167488270833334
2018-08-17,114.87302749999999,169.85379672916667,10.330145958333334
2018-08-18,104.6013264375,161.59016808333334,-13.943453875000001
2018-08-19,128.44497672916665,164.02387000000002,8.693282
2018-08-20,125.35960169166667,163.11106635416667,1.1185913333333337
2018-08-21,98.31487166666666,129.574098875,0.2928347916666665
2018-08-22,108.91117904583335,140.63181327083333,-6.552974166666666
2018-08-23,117.93025720833333,128.07322091666666,-20.014173958333334
2018-08-24,100.385558125,125.55443270833332,-3.000878541666667
2018-08-25,104.12421060416666,136.51416279166668,-5.101079854166667
2018-08-26,120.658551375,160.97321041666666,-4.331765625
2018-08-27,121.7938318125,159.18429481249999,3.0056899999999995
2018-08-28,122.37852791666667,154.05530972916668,-1.7105183333333336
2018-08-29,132.385352625,150.22456793749998,-17.703392708333332
2018-08-30,100.70387689583333,136.24193179166667,-2.18687025
2018-08-31,120.80393356666667,159.37369535416667,-2.7096053333333336
2018-09-01,129.24653285416667,146.66318133333334,-21.744092062500002
2018-09-02,122.72590762499999,151.2365379375,-18.7624645
2018-09-03,130.94159095833334,143.01565675,-22.866881979166667
2018-09-04,108.60482483333334,150.92357566666666,0.18541795833333374
2018-09-05,120.04570747916667,148.85159439583333,-8.306940749999999
2018-09-06,110.95460420833332,151.11738689583333,-3.1568928125000006
2018-09-07,125.11934585833332,159.5885771875,-10.636990645833334
2018-09-08,136.57251747916666,154.3806874375,-21.749952708333335
2018-09-09,121.21144808333334,152.64635660416667,-14.054388000000001
2018-09-10,117.84316645833333,152.49104925,-7.82649025
2018-09-11,148.75094672916666,142.85209110416667,-46.953166687499994
2018-09-12,117.43861710416667,102.53593195833334,-47.7929625625
2018-09-13,105.50691229166667,136.22053460416666,2.7779475
2018-09-14,61.725712145833334,118.85440866666666,50.638117625
2018-09-15,31.049697229166668,111.64950212500001,64.8833679375
2018-09-16,29.212853604166668,108.7564856875,63.64945214583333
2018-09-17,29.605351314583334,114.1967370625,58.667761250000005
2018-09-18,34.76255808333333,111.27433470833334,58.768232062500005
2018-09-19,44.495309,110.90676270833335,48.4351465625
2018-09-20,48.81945925416667,107.89026536458334,37.89839160416667
2018-09-21,60.82309779166667,108.134066125,26.380180312500002
2018-09-22,67.1636741875,104.95884014583334,26.2518528125
2018-09-23,73.62659039583333,100.84238033333332,15.019198354166667
2018-09-24,69.44610972916666,106.39180146874999,17.375190291666666
2018-09-25,78.30619583333333,104.672338125,6.349874395833333
2018-09-26,64.82124152083334,105.23081477083333,12.2638286875
2018-09-27,80.69586725,98.56939158333334,-7.595869395833333
2018-09-28,74.842950875,90.585179,-1.2073524999999992
2018-09-29,76.5904396875,107.43378150000001,8.366711041666667
