realization_id,priestley_taylor_alpha-snow,priestley_taylor_alpha-transpiration,snowmelt_rate,snowmelt_degree_diff,perm_s3,perm_s4,perm_g1,perm_g4
117,1.15078125,0.95390625,2.3653906250000003,3.28125,-12.381840388637482,-10.777346658325914,-13.390937917381596,-13.734375
118,0.92578125,0.7289062499999999,5.447890625,2.28125,-11.881840388637482,-11.277346658325914,-11.890937917381596,-13.234375
119,0.4757812499999999,1.1789062499999998,3.392890625,4.28125,-10.881840388637482,-12.277346658325914,-12.890937917381596,-12.234375
120,0.4195312499999999,0.33515625,5.191015625,3.03125,-12.006840388637482,-11.902346658325914,-12.265937917381596,-12.609375
121,0.8695312499999999,0.78515625,3.136015625,1.03125,-11.006840388637482,-10.902346658325914,-13.265937917381596,-13.609375
122,1.09453125,0.5601562499999999,4.1635156250000005,4.03125,-11.506840388637482,-10.402346658325914,-11.765937917381596,-13.109375
123,0.64453125,1.01015625,2.108515625,2.03125,-12.506840388637482,-11.402346658325914,-12.765937917381596,-12.109375
124,0.53203125,0.67265625,2.6222656250000003,2.53125,-12.256840388637482,-12.152346658325914,-11.515937917381596,-13.359375
125,0.98203125,1.12265625,4.677265625,4.53125,-11.256840388637482,-11.152346658325914,-12.515937917381596,-12.359375
126,0.7570312499999999,0.44765625,1.5947656250000002,1.53125,-10.756840388637482,-10.652346658325914,-12.015937917381596,-12.859375
127,0.30703125,0.8976562499999998,3.649765625,3.53125,-11.756840388637482,-11.652346658325914,-13.015937917381596,-13.859375
128,0.310546875,0.5988281249999999,2.5741015625,1.765625,-10.905277888637482,-10.972659158325914,-11.773750417381596,-13.5078125
129,0.760546875,1.048828125,4.629101562500001,3.765625,-11.905277888637482,-11.972659158325914,-12.773750417381596,-12.5078125
130,0.9855468749999998,0.3738281249999999,1.5466015625,2.765625,-12.405277888637482,-11.472659158325914,-12.273750417381596,-12.0078125
131,0.535546875,0.8238281249999999,3.6016015625000004,4.765625,-11.405277888637482,-10.472659158325914,-13.273750417381596,-13.0078125
132,0.6480468749999999,0.486328125,5.142851562500001,4.265625,-11.655277888637482,-11.222659158325914,-12.023750417381596,-12.2578125
133,1.098046875,0.936328125,3.0878515625,2.265625,-12.655277888637482,-12.222659158325914,-13.023750417381596,-13.2578125
134,0.873046875,0.7113281249999999,4.115351562500001,3.265625,-12.155277888637482,-11.722659158325914,-11.523750417381596,-13.7578125
135,0.423046875,1.1613281249999998,2.0603515625,1.265625,-11.155277888637482,-10.722659158325914,-12.523750417381596,-12.7578125
136,0.4792968749999999,0.317578125,4.3722265625,2.015625,-11.780277888637482,-10.347659158325914,-12.148750417381596,-12.3828125
137,0.929296875,0.767578125,2.3172265625,4.015625,-10.780277888637482,-11.347659158325914,-13.148750417381596,-13.3828125
138,1.154296875,0.5425781249999999,5.399726562500001,1.015625,-11.280277888637482,-11.847659158325914,-11.648750417381596,-13.8828125
139,0.7042968749999999,0.992578125,3.3447265625,3.015625,-12.280277888637482,-10.847659158325914,-12.648750417381596,-12.8828125
140,0.591796875,0.655078125,1.8034765625,3.515625,-12.530277888637482,-10.597659158325914,-11.898750417381596,-13.6328125
141,1.041796875,1.105078125,3.8584765625,1.515625,-11.530277888637482,-11.597659158325914,-12.898750417381596,-12.6328125
142,0.8167968749999999,0.430078125,2.8309765625,4.515625,-11.030277888637482,-12.097659158325914,-12.398750417381596,-12.1328125
143,0.3667968749999999,0.8800781249999998,4.8859765625,2.515625,-12.030277888637482,-11.097659158325914,-13.398750417381596,-13.1328125
144,0.394921875,0.4582031249999999,2.1887890625,3.390625,-11.342777888637482,-11.660159158325914,-12.836250417381596,-12.1953125
145,0.844921875,0.908203125,4.2437890625,1.390625,-12.342777888637482,-10.660159158325914,-11.836250417381596,-13.1953125
146,1.069921875,0.6832031249999999,3.2162890625000005,4.390625,-11.842777888637482,-11.160159158325914,-13.336250417381596,-13.6953125
147,0.619921875,1.133203125,5.271289062500001,2.390625,-10.842777888637482,-12.160159158325914,-12.336250417381596,-12.6953125
148,0.732421875,0.570703125,3.7300390625,2.890625,-11.092777888637482,-11.410159158325914,-13.086250417381596,-13.9453125
149,1.182421875,1.0207031249999998,1.6750390625000002,4.890625,-12.092777888637482,-10.410159158325914,-12.086250417381596,-12.9453125
150,0.957421875,0.345703125,4.7575390625,1.890625,-12.592777888637482,-10.910159158325914,-12.586250417381596,-12.4453125
151,0.5074218749999999,0.795703125,2.7025390625000005,3.890625,-11.592777888637482,-11.910159158325914,-11.586250417381596,-13.4453125
152,0.451171875,0.7394531249999999,4.5006640625,4.640625,-12.217777888637482,-12.285159158325914,-13.211250417381596,-13.8203125
153,0.901171875,1.189453125,2.4456640625,2.640625,-11.217777888637482,-11.285159158325914,-12.211250417381596,-12.8203125
154,1.1261718749999998,0.514453125,3.4731640625000004,3.640625,-10.717777888637482,-10.785159158325914,-12.711250417381596,-12.3203125
155,0.676171875,0.964453125,1.4181640625,1.640625,-11.717777888637482,-11.785159158325914,-11.711250417381596,-13.3203125
156,0.563671875,0.4019531249999999,2.9594140625000005,1.140625,-11.967777888637482,-12.035159158325914,-12.961250417381596,-12.0703125
157,1.013671875,0.8519531249999999,5.0144140625,3.140625,-10.967777888637482,-11.035159158325914,-11.961250417381596,-13.0703125
158,0.7886718749999999,0.626953125,1.9319140625,2.140625,-11.467777888637482,-10.535159158325914,-13.461250417381596,-13.5703125
159,0.3386718749999999,1.076953125,3.9869140625,4.140625,-12.467777888637482,-11.535159158325914,-12.461250417381596,-12.5703125
160,0.352734375,0.359765625,5.463945312500001,3.953125,-11.186527888637482,-11.816409158325914,-13.367500417381596,-12.8515625
161,0.802734375,0.809765625,3.4089453125,1.953125,-12.186527888637482,-10.816409158325914,-12.367500417381596,-13.8515625
162,1.027734375,0.584765625,4.4364453125,4.953125,-12.686527888637482,-11.316409158325914,-12.867500417381596,-13.3515625
163,0.5777343749999999,1.034765625,2.3814453125000004,2.953125,-11.686527888637482,-12.316409158325914,-11.867500417381596,-12.3515625
164,0.690234375,0.697265625,2.8951953125000003,2.453125,-11.436527888637482,-11.566409158325914,-12.617500417381596,-13.1015625
165,1.140234375,1.147265625,4.9501953125,4.453125,-12.436527888637482,-10.566409158325914,-11.617500417381596,-12.1015625
166,0.9152343749999998,0.4722656249999999,1.8676953125,1.453125,-11.936527888637482,-11.066409158325914,-13.117500417381596,-12.6015625
167,0.465234375,0.922265625,3.9226953125,3.453125,-10.936527888637482,-12.066409158325914,-12.117500417381596,-13.6015625
168,0.521484375,0.5285156249999999,1.6108203125,4.203125,-12.061527888637482,-12.191409158325914,-12.742500417381596,-13.2265625
169,0.971484375,0.978515625,3.6658203125,2.203125,-11.061527888637482,-11.191409158325914,-11.742500417381596,-12.2265625
170,1.1964843749999998,0.303515625,2.6383203125000003,3.203125,-11.561527888637482,-10.691409158325914,-13.242500417381596,-12.7265625
171,0.7464843749999999,0.7535156249999999,4.693320312500001,1.203125,-12.561527888637482,-11.691409158325914,-12.242500417381596,-13.7265625
172,0.6339843749999999,0.416015625,4.1795703125,1.703125,-12.311527888637482,-11.941409158325914,-13.492500417381596,-12.9765625
173,1.083984375,0.866015625,2.1245703125000004,3.703125,-11.311527888637482,-10.941409158325914,-12.492500417381596,-13.9765625
174,0.8589843749999999,0.641015625,5.207070312500001,2.703125,-10.811527888637482,-10.441409158325914,-12.992500417381596,-13.4765625
175,0.4089843749999999,1.0910156249999998,3.1520703125,4.703125,-11.811527888637482,-11.441409158325914,-11.992500417381596,-12.4765625
176,0.380859375,0.6691406249999999,3.5373828125,1.328125,-11.624027888637482,-10.878909158325914,-12.305000417381596,-13.4140625
177,0.830859375,1.119140625,1.4823828125,3.328125,-12.624027888637482,-11.878909158325914,-13.305000417381596,-12.4140625
178,1.0558593749999998,0.4441406249999999,4.5648828125000005,2.328125,-12.124027888637482,-11.378909158325914,-11.805000417381596,-12.9140625
179,0.605859375,0.8941406249999999,2.5098828125,4.328125,-11.124027888637482,-10.378909158325914,-12.805000417381596,-13.9140625
180,0.7183593749999999,0.3316406249999999,1.9961328125,4.828125,-10.874027888637482,-11.128909158325914,-11.555000417381596,-12.6640625
181,1.168359375,0.7816406249999999,4.051132812500001,2.828125,-11.874027888637482,-12.128909158325914,-12.555000417381596,-13.6640625
182,0.943359375,0.556640625,3.0236328125000003,3.828125,-12.374027888637482,-11.628909158325914,-12.055000417381596,-13.1640625
183,0.4933593749999999,1.006640625,5.0786328125,1.828125,-11.374027888637482,-10.628909158325914,-13.055000417381596,-12.1640625
184,0.4371093749999999,0.500390625,3.2805078125,2.578125,-12.499027888637482,-10.503909158325914,-11.680000417381596,-12.5390625
185,0.8871093749999999,0.9503906249999998,5.3355078125,4.578125,-11.499027888637482,-11.503909158325914,-12.680000417381596,-13.5390625
186,1.112109375,0.725390625,2.2530078125,1.578125,-10.999027888637482,-12.003909158325914,-12.180000417381596,-13.0390625
187,0.662109375,1.175390625,4.3080078125000005,3.578125,-11.999027888637482,-11.003909158325914,-13.180000417381596,-12.0390625
188,0.549609375,0.6128906249999999,4.8217578125000005,3.078125,-11.749027888637482,-10.753909158325914,-12.430000417381596,-13.2890625
189,0.999609375,1.062890625,2.7667578125000003,1.078125,-10.749027888637482,-11.753909158325914,-13.430000417381596,-12.2890625
190,0.7746093749999999,0.387890625,3.7942578125,4.078125,-11.249027888637482,-12.253909158325914,-11.930000417381596,-12.7890625
191,0.324609375,0.837890625,1.7392578125,2.078125,-12.249027888637482,-11.253909158325914,-12.930000417381596,-13.7890625
192,0.317578125,0.4792968749999999,3.8263671875,4.609375,-12.202152888637482,-10.582034158325914,-12.570625417381596,-13.9296875
193,0.767578125,0.929296875,1.7713671875,2.609375,-11.202152888637482,-11.582034158325914,-11.570625417381596,-12.9296875
194,0.992578125,0.7042968749999999,4.853867187500001,3.609375,-11.702152888637482,-12.082034158325914,-13.070625417381596,-12.4296875
195,0.5425781249999999,1.154296875,2.7988671875,1.609375,-12.702152888637482,-11.082034158325914,-12.070625417381596,-13.4296875
196,0.655078125,0.591796875,2.2851171875,1.109375,-12.452152888637482,-10.332034158325914,-13.320625417381596,-12.1796875
197,1.105078125,1.041796875,4.340117187500001,3.109375,-11.452152888637482,-11.332034158325914,-12.320625417381596,-13.1796875
198,0.8800781249999998,0.3667968749999999,3.3126171875000003,2.109375,-10.952152888637482,-11.832034158325914,-12.820625417381596,-13.6796875
199,0.430078125,0.8167968749999999,5.3676171875000005,4.109375,-11.952152888637482,-10.832034158325914,-11.820625417381596,-12.6796875
200,0.486328125,0.6480468749999999,3.0557421875,3.359375,-11.077152888637482,-11.207034158325914,-13.445625417381596,-12.0546875
201,0.936328125,1.098046875,5.1107421875000005,1.359375,-12.077152888637482,-12.207034158325914,-12.445625417381596,-13.0546875
202,1.1613281249999998,0.423046875,2.0282421875,4.359375,-12.577152888637482,-11.707034158325914,-12.945625417381596,-13.5546875
203,0.7113281249999999,0.873046875,4.0832421875,2.359375,-11.577152888637482,-10.707034158325914,-11.945625417381596,-12.5546875
204,0.5988281249999999,0.310546875,4.5969921875,2.859375,-11.327152888637482,-10.957034158325914,-12.695625417381596,-13.8046875
205,1.048828125,0.760546875,2.5419921875,4.859375,-12.327152888637482,-11.957034158325914,-11.695625417381596,-12.8046875
206,0.8238281249999999,0.535546875,3.5694921875000003,1.859375,-11.827152888637482,-11.457034158325914,-13.195625417381596,-12.3046875
207,0.3738281249999999,0.9855468749999998,1.5144921875,3.859375,-10.827152888637482,-10.457034158325914,-12.195625417381596,-13.3046875
208,0.4019531249999999,0.563671875,4.982304687500001,2.234375,-12.639652888637482,-12.019534158325914,-11.508125417381596,-12.3671875
209,0.8519531249999999,1.013671875,2.9273046875000004,4.234375,-11.639652888637482,-11.019534158325914,-12.508125417381596,-13.3671875
210,1.076953125,0.3386718749999999,3.9548046875,1.234375,-11.139652888637482,-10.519534158325914,-12.008125417381596,-13.8671875
211,0.626953125,0.7886718749999999,1.8998046875,3.234375,-12.139652888637482,-11.519534158325914,-13.008125417381596,-12.8671875
212,0.7394531249999999,0.451171875,2.4135546875000005,3.734375,-11.889652888637482,-12.269534158325914,-12.258125417381596,-13.6171875
213,1.189453125,0.901171875,4.4685546875,1.734375,-10.889652888637482,-11.269534158325914,-13.258125417381596,-12.6171875
214,0.964453125,0.676171875,1.3860546875000002,4.734375,-11.389652888637482,-10.769534158325914,-11.758125417381596,-12.1171875
215,0.514453125,1.1261718749999998,3.4410546875000003,2.734375,-12.389652888637482,-11.769534158325914,-12.758125417381596,-13.1171875
216,0.4582031249999999,0.394921875,1.6429296875,1.984375,-11.514652888637482,-11.394534158325914,-12.383125417381596,-13.7421875
217,0.908203125,0.844921875,3.6979296875,3.984375,-12.514652888637482,-10.394534158325914,-13.383125417381596,-12.7421875
218,1.133203125,0.619921875,2.6704296875000004,2.984375,-12.014652888637482,-10.894534158325914,-11.883125417381596,-12.2421875
219,0.6832031249999999,1.069921875,4.7254296875,4.984375,-11.014652888637482,-11.894534158325914,-12.883125417381596,-13.2421875
220,0.570703125,0.732421875,4.2116796875,4.484375,-10.764652888637482,-11.644534158325914,-11.633125417381596,-12.4921875
221,1.0207031249999998,1.182421875,2.1566796875,2.484375,-11.764652888637482,-10.644534158325914,-12.633125417381596,-13.4921875
222,0.795703125,0.5074218749999999,5.2391796875,3.484375,-12.264652888637482,-11.144534158325914,-12.133125417381596,-13.9921875
223,0.345703125,0.957421875,3.1841796875000004,1.484375,-11.264652888637482,-12.144534158325914,-13.133125417381596,-12.9921875
224,0.3316406249999999,0.7183593749999999,2.0924609375000003,2.671875,-11.920902888637482,-11.925784158325914,-12.039375417381596,-12.7109375
225,0.7816406249999999,1.168359375,4.1474609375,4.671875,-10.920902888637482,-10.925784158325914,-13.039375417381596,-13.7109375
226,1.006640625,0.4933593749999999,3.1199609375,1.671875,-11.420902888637482,-10.425784158325914,-11.539375417381596,-13.2109375
227,0.556640625,0.943359375,5.1749609375,3.671875,-12.420902888637482,-11.425784158325914,-12.539375417381596,-12.2109375
228,0.6691406249999999,0.380859375,3.6337109375,3.171875,-12.670902888637482,-12.175784158325914,-11.789375417381596,-13.4609375
229,1.119140625,0.830859375,1.5787109375,1.171875,-11.670902888637482,-11.175784158325914,-12.789375417381596,-12.4609375
230,0.8941406249999999,0.605859375,4.6612109375,4.171875,-11.170902888637482,-10.675784158325914,-12.289375417381596,-12.9609375
231,0.4441406249999999,1.0558593749999998,2.6062109375,2.171875,-12.170902888637482,-11.675784158325914,-13.289375417381596,-13.9609375
232,0.500390625,0.4371093749999999,4.918085937500001,1.421875,-10.795902888637482,-11.550784158325914,-11.914375417381596,-13.3359375
233,0.9503906249999998,0.8871093749999999,2.8630859375,3.421875,-11.795902888637482,-10.550784158325914,-12.914375417381596,-12.3359375
234,1.175390625,0.662109375,3.890585937500001,2.421875,-12.295902888637482,-11.050784158325914,-12.414375417381596,-12.8359375
235,0.725390625,1.112109375,1.8355859375,4.421875,-11.295902888637482,-12.050784158325914,-13.414375417381596,-13.8359375
236,0.6128906249999999,0.549609375,3.3768359375,4.921875,-11.545902888637482,-11.800784158325914,-12.164375417381596,-12.5859375
237,1.062890625,0.999609375,5.431835937500001,2.921875,-12.545902888637482,-10.800784158325914,-13.164375417381596,-13.5859375
238,0.837890625,0.324609375,2.3493359375,3.921875,-12.045902888637482,-11.300784158325914,-11.664375417381596,-13.0859375
239,0.387890625,0.7746093749999999,4.404335937500001,1.921875,-11.045902888637482,-12.300784158325914,-12.664375417381596,-12.0859375
240,0.359765625,0.352734375,2.7346484375,4.046875,-12.358402888637482,-10.738284158325914,-13.101875417381596,-13.0234375
241,0.809765625,0.802734375,4.7896484375,2.046875,-11.358402888637482,-11.738284158325914,-12.101875417381596,-12.0234375
242,1.034765625,0.5777343749999999,1.7071484375,3.046875,-10.858402888637482,-12.238284158325914,-12.601875417381596,-12.5234375
243,0.584765625,1.027734375,3.762148437500001,1.046875,-11.858402888637482,-11.238284158325914,-11.601875417381596,-13.5234375
244,0.697265625,0.690234375,5.3033984375,1.546875,-12.108402888637482,-10.488284158325914,-12.851875417381596,-12.7734375
245,1.147265625,1.140234375,3.248398437500001,3.546875,-11.108402888637482,-11.488284158325914,-11.851875417381596,-13.7734375
246,0.922265625,0.465234375,4.2758984375,2.546875,-11.608402888637482,-11.988284158325914,-13.351875417381596,-13.2734375
247,0.4722656249999999,0.9152343749999998,2.2208984375000003,4.546875,-12.608402888637482,-10.988284158325914,-12.351875417381596,-12.2734375
248,0.416015625,0.6339843749999999,4.0190234375000005,3.796875,-11.233402888637482,-11.113284158325914,-12.976875417381596,-12.8984375
249,0.866015625,1.083984375,1.9640234375000003,1.796875,-12.233402888637482,-12.113284158325914,-11.976875417381596,-13.8984375
250,1.0910156249999998,0.4089843749999999,5.0465234375,4.796875,-11.733402888637482,-11.613284158325914,-13.476875417381596,-13.3984375
251,0.641015625,0.8589843749999999,2.9915234375,2.796875,-10.733402888637482,-10.613284158325914,-12.476875417381596,-12.3984375
252,0.5285156249999999,0.521484375,1.4502734375000002,2.296875,-10.983402888637482,-10.863284158325914,-13.226875417381596,-13.1484375
253,0.978515625,0.971484375,3.5052734375,4.296875,-11.983402888637482,-11.863284158325914,-12.226875417381596,-12.1484375
254,0.7535156249999999,0.7464843749999999,2.4777734375,1.296875,-12.483402888637482,-11.363284158325914,-12.726875417381596,-12.6484375
255,0.303515625,1.1964843749999998,4.5327734375,3.296875,-11.483402888637482,-10.363284158325914,-11.726875417381596,-13.6484375
256,0.3052734374999999,0.7482421874999999,4.15548828125,2.1796875,-11.151371638637482,-12.109377908325914,-12.769844167381596,-13.28515625
257,0.7552734374999999,1.1982421875,2.10048828125,4.1796875,-12.151371638637482,-11.109377908325914,-11.769844167381596,-12.28515625
258,0.9802734375,0.5232421875,5.182988281250001,1.1796875,-12.651371638637482,-10.609377908325914,-13.269844167381596,-12.78515625
259,0.5302734375,0.9732421875,3.1279882812500004,3.1796875,-11.651371638637482,-11.609377908325914,-12.269844167381596,-13.78515625
260,0.6427734374999999,0.4107421874999999,1.5867382812500002,3.6796875,-11.401371638637482,-11.859377908325914,-13.019844167381596,-12.53515625
261,1.0927734375,0.8607421874999999,3.64173828125,1.6796875,-12.401371638637482,-10.859377908325914,-12.019844167381596,-13.53515625
262,0.8677734374999999,0.6357421875,2.6142382812500005,4.6796875,-11.901371638637482,-10.359377908325914,-12.519844167381596,-13.03515625
263,0.4177734374999999,1.0857421875,4.66923828125,2.6796875,-10.901371638637482,-11.359377908325914,-11.519844167381596,-12.03515625
264,0.4740234375,0.4669921874999999,2.8711132812500004,1.9296875,-12.026371638637482,-11.734377908325914,-13.144844167381596,-12.66015625
265,0.9240234374999998,0.9169921875,4.92611328125,3.9296875,-11.026371638637482,-10.734377908325914,-12.144844167381596,-13.66015625
266,1.1490234375,0.6919921874999999,1.84361328125,2.9296875,-11.526371638637482,-11.234377908325914,-12.644844167381596,-13.16015625
267,0.6990234375,1.1419921875,3.89861328125,4.9296875,-12.526371638637482,-12.234377908325914,-11.644844167381596,-12.16015625
268,0.5865234374999999,0.5794921875,5.43986328125,4.4296875,-12.276371638637482,-11.484377908325914,-12.894844167381596,-13.41015625
269,1.0365234375,1.0294921874999998,3.3848632812500004,2.4296875,-11.276371638637482,-10.484377908325914,-11.894844167381596,-12.41015625
270,0.8115234375,0.3544921875,4.41236328125,3.4296875,-10.776371638637482,-10.984377908325914,-13.394844167381596,-12.91015625
